Shipment_ID,Transport,Department,Pickup_time,Pickup_date,Delivery_time,Delivery_date,Collection_Name,Collection_City,Collection_Address,Collection_Postal_Code,Delivery_Name,Delivery_City,Delivery_Address,Delivery_Postal_Code,Weight,Volume,Ldm,Content,Units,Unit_type,Hazardous,Cost
NAESJ-DT981,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,NORDIC FOOD PARTNERS A/S,HØJSLEV K,ØRSLEVKLOSTERVEJ 58 A DK 7840  HØJSLEV K,7840.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,5792.0,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,4400.0
NAESJ-DT551,,TEST1,07:00-12:00,2026-01-10,07:00-12:00,2026-01-12,NETTO,KØGE,"MIMERSVEJ 1, KØGE, DANMARK DK-4600 KØGE",4600.0,NETTO CENTRALLAGER ÅRSLEV,BRABRAND,ROSBJERGVEJ 37 DK-8220 BRABRAND,8220.0,20000.0,0.0,13.6,NON FOOD,1,LOAD,False,2700.0
NAESJ-DT128,,TEST1,07:00-12:00,2026-01-10,07:00-12:00,2026-01-12,NETTO,KØGE,"MIMERSVEJ 1, KØGE, DANMARK DK-4600 KØGE",4600.0,NETTO CENTRALLAGER ÅRSLEV,BRABRAND,ROSBJERGVEJ 37 DK-8220 BRABRAND,8220.0,20000.0,0.0,13.6,NON FOOD,1,LOAD,False,2700.0
NAESJ-DT089,,TEST1,07:00-12:00,2026-01-10,07:00-12:00,2026-01-12,NETTO,KØGE,"MIMERSVEJ 1, KØGE, DANMARK DK-4600 KØGE",4600.0,NETTO CENTRALLAGER ÅRSLEV,BRABRAND,ROSBJERGVEJ 37 DK-8220 BRABRAND,8220.0,20000.0,0.0,13.6,NON FOOD,1,LOAD,False,2700.0
NAESJ-DT394,,TEST1,07:00-12:00,2026-01-10,07:00-12:00,2026-01-12,NETTO,KØGE,"MIMERSVEJ 1, KØGE, DANMARK DK-4600 KØGE",4600.0,NETTO CENTRALLAGER ÅRSLEV,BRABRAND,ROSBJERGVEJ 37 DK-8220 BRABRAND,8220.0,20000.0,0.0,13.6,NON FOOD,1,LOAD,False,2700.0
NAESJ-DT928,,TEST1,22:00-23:59,2026-01-11,10:30-10:30,2026-01-12,CDC COPENHAGEN,HEDEHUSENE,HEDELANDSVEJ 28C DK-2640 HEDEHUSENE,2640.0,IKEA ODENSE,ODENSE SØ,ØRBÆKVEJ 91,5220.0,28000.0,90.0,0.0,IKEA FURNITURE,1,LOAD,False,600.0
NAESJ-DT075,,TEST1,22:00-23:59,2026-01-12,05:00-05:00,2026-01-13,CDC COPENHAGEN,HEDEHUSENE,HEDELANDSVEJ 28C DK-2640 HEDEHUSENE,2640.0,IKEA A/S,AARHUS,GRAHAM BELLS VEJ 7,8200.0,28000.0,90.0,0.0,IKEA FURNITURE,1,LOAD,False,900.0
NAESJ-DT699,,TEST1,22:00-23:59,2026-01-12,07:00-07:00,2026-01-13,CDC COPENHAGEN,HEDEHUSENE,HEDELANDSVEJ 28C DK-2640 HEDEHUSENE,2640.0,IKEA A/S,AALBORG,KREBSEN 40,9200.0,28000.0,90.0,0.0,IKEA FURNITURE,1,LOAD,False,1100.0
NAESJ-DT284,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,PETER LARSEN KAFFE A/S,VIBORG,ÆRØVEJ 15-17 DK-8800 VIBORG,8800.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,2479.0,11.816,3.6,BLANDING 66 400 G,9,PLL,False,4900.0
NAESJ-DT588,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/BS-IMPORT APS/GS BS-IMPORT APS,THISTED,HÅNDVÆRKERVEJ 5 DK-7700 THISTED,7700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,3968.0,0.0,2.0,UNSPECIFIED GOODS,5,PLL,False,3600.0
NAESJ-DT702,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER GLOSTRUP,BRØNDBY,SDR. RINGVEJ 35 C,2605.0,0.0,0.0,8.1,MØBLER,0,PLL,False,5800.0
NAESJ-DT255,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER KØGE,KØGE,GAMMEL LYNGVEJ 25,4600.0,0.0,0.0,2.9,MØBLER,0,PLL,False,3700.0
NAESJ-DT833,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER HILLERØD,HILLERØD,SIGRUNSVEJ 18,3400.0,0.0,0.0,3.0,MØBLER,0,PLL,False,3700.0
NAESJ-DT134,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER HOLBÆK,HOLBÆK,STENHUSVEJ 50,4300.0,0.0,0.0,3.9,MØBLER,0,PLL,False,4100.0
NAESJ-DT524,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER HELSINGØR,HELSINGØR,KLOSTERMOSEVEJ 123,3000.0,0.0,0.0,1.4,MØBLER,0,PLL,False,3100.0
NAESJ-DT201,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER ROSKILDE,ROSKILDE,KØBENHAVNSVEJ 125,4000.0,0.0,0.0,0.9,MØBLER,0,PLL,False,2800.0
NAESJ-DT251,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER SLAGELSE,SLAGELSE,JAPANVEJ 4,4200.0,0.0,0.0,2.1,MØBLER,0,PLL,False,3300.0
NAESJ-DT275,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,ILVA NAESTVED,NÆSTVED,VESTERGÅRDSVEJ 40 VESTERGÅRDSVEJ 40,4700.0,0.0,0.0,3.3,MØBLER,0,PLL,False,3800.0
NAESJ-DT103,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,ILVA ISHØJ,ISHØJ,INDUSTRIDALEN 11 HUB ISHØJ,2635.0,0.0,0.0,5.5,MØBLER,0,PLL,False,4700.0
NAESJ-DT894,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-13,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,ILVA NYKØBING FALSTER,NYKØBING FALSTER,GULBORGCENTERET 26 TÅDERUP,4800.0,0.0,0.0,2.5,MØBLER,0,PLL,False,3500.0
NAESJ-DT252,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-12,ØSDAL HANDELSFIRMA APS,KARLSLUNDE,MOTORGANGEN 13,2690.0,HAWFISK,HANSTHOLM,AUKTIONSGADE 8 DK-7730 HANSTHOLM,7730.0,6500.0,0.0,13.6,TOMPALLER,1,LOAD,False,2600.0
NAESJ-DT579,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,CARLETTI A/S,SKØDSTRUP,GRENAAVEJ 641 DK-8541 SKØDSTRUP,8541.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,52.0,0.0,0.4,UNSPECIFIED GOODS,1,QPL,False,3200.0
NAESJ-DT514,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,RYNKEBY FOODS A/S,RINGE,VESTERGADE 30 DK-5750 RINGE,5750.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,177.0,0.0,0.4,UNSPECIFIED GOODS,1,QPL,False,2200.0
NAESJ-DT502,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,GS/ZELECTED FOODS APS/ZELECTED FOO,GISLEV,"HÅNDVÆRKERVEJ, PORT 4 9 DK-5854 GISLEV",5854.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,92.0,0.0,0.4,UNSPECIFIED GOODS,1,QPL,False,2200.0
NAESJ-DT460,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,RYNKEBY FOODS A/S,RINGE,VESTERGADE 30 DK-5750 RINGE,5750.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,933.0,0.0,0.8,UNSPECIFIED GOODS,8,QPL,False,2300.0
NAESJ-DT396,,TEST1,10:00-19:00,2026-01-12,00:01-23:59,2026-01-13,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,0.0,0.0,11.6,MØBLER,0,PLL,False,7100.0
NAESJ-DT215,,TEST1,10:00-19:00,2026-01-12,00:01-23:59,2026-01-13,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,0.0,0.0,13.6,MØBLER,0,PLL,False,7100.0
NAESJ-DT734,,TEST1,10:00-19:00,2026-01-12,00:01-23:59,2026-01-13,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,0.0,0.0,13.6,MØBLER,0,PLL,False,7100.0
NAESJ-DT677,,TEST1,10:00-19:00,2026-01-12,00:01-23:59,2026-01-13,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,0.0,0.0,13.6,MØBLER,0,PLL,False,7100.0
NAESJ-DT000,,TEST1,10:00-14:00,2026-01-12,18:30-18:30,2026-01-12,BOSTON DISTRIBUTION A/S,FARUM,"LUCERNEMARKEN 9, PORT 1 DK-3520 FARUM",3520.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,0.8,,2,PLL,False,1100.0
NAESJ-DT829,,TEST1,08:00-14:00,2026-01-12,07:00-18:00,2026-01-12,ALSO ACTEBIS A/S,TAASTRUP,HELGESHØJ ALLE 28-30 DK-2630 TAASTRUP,2630.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,8.8,,22,PLL,False,2300.0
NAESJ-DT097,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,GS/VALSEMØLLEN - AFHENTNING GRP. 8,ESBJERG,TOLDBODVEJ 7 DK-6700 ESBJERG,6700.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,220.0,0.0,0.4,UNSPECIFIED GOODS,2,QPL,False,2500.0
NAESJ-DT529,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,RYNKEBY FOODS A/S,RINGE,VESTERGADE 30 DK-5750 RINGE,5750.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,119.0,0.0,0.4,UNSPECIFIED GOODS,1,QPL,False,2200.0
NAESJ-DT437,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,14800.0,0.0,13.2,UNSPECIFIED GOODS,120,CLL,False,8700.0
NAESJ-DT671,,TEST1,10:00-14:00,2026-01-12,09:00-13:00,2026-01-13,DSG ISHØJ,ISHØJ,INDUSTRIBUEN 2,2635.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,2.0,,5,PLL,False,1300.0
NAESJ-DT048,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-14,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24500.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DT656,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,BKI FOODS A/S,HØJBJERG,SØREN NYMARKS VEJ 7 DK-8270 HØJBJERG,8270.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,1582.0,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,3700.0
NAESJ-DT709,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,BKI FOODS A/S,HØJBJERG,SØREN NYMARKS VEJ 7 DK-8270 HØJBJERG,8270.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,791.0,0.0,0.8,UNSPECIFIED GOODS,2,PLL,False,3300.0
NAESJ-DT947,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,GS BKI FOODS A/S,HØJBJERG,MICHAEL DREWSENS VEJ 6 DK-8270 HØJBJERG,8270.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,85.0,0.377,0.4,1/4 PL BKI EXTRA 400,1,PLL,False,3100.0
NAESJ-DT187,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,BOLD DRINKS APS,GREVE,KILDEBRØNDEVEJ 44 DK-2670 GREVE,2670.0,TERMINAL FREDERICIA (BRØD),FREDERICIA,PRINSESSENS KVARTER 1 DK-7000 FREDERICIA,7000.0,7290.0,0.0,8.1,1/4 PALL,81,QPL,False,1900.0
NAESJ-DT360,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,BKI FOODS A/S,HØJBJERG,SØREN NYMARKS VEJ 7 DK-8270 HØJBJERG,8270.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,2135.0,9.876,4.0,1/4 PL MIX BLACK C S,11,PLL,False,4800.0
NAESJ-DT759,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,GS HARBOES BRYGGERI A/S,SKÆLSKØR,LADEBOVEJ 1 DK-4230 SKÆLSKØR,4230.0,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,24274.0,43.772,12.8,1/4 PL HARBOE COLA N,32,PLL,False,1800.0
NAESJ-DT527,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,GS GODSHOTELLET SJÆLLAND A/S,VORDINGBORG,MARIENBERGVEJ 70 DK-4760 VORDINGBORG,4760.0,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,1150.0,2.782,1.6,STERLING CITRONSYRE,4,PLL,False,800.0
NAESJ-DT878,,TEST1,00:01-23:59,2026-01-13,14:30-14:30,2026-01-13,HAUGEN-GRUPPEN DENMARK A/S,GREVE,KILDEBRØNDEVEJ 44 F DK-2670 GREVE,2670.0,NORMAL CENTRAL WAREHOUSE,HORSENS,EGESKOVVEJ 15 PORTNR. 23 DK-8700 HORSENS,8700.0,3145.0,0.0,3.2,EUROPALL,8,PLL,False,1600.0
NAESJ-DT612,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,SAFEROAD DALUISO A/S,ODENSE SV,HVIDKÆRVEJ 33 DK-5250 ODENSE SV,5250.0,STEVNS KOMMUNE,STORE HEDDINGE,FRØSLEVVEJ 36 MATERIALEGÅRDEN,4660.0,1750.0,6.552,2.1,"LS 4,2",1,CLL,False,2400.0
NAESJ-DT991,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,DSV ROAD A S,HORSENS,MOSSVEJ 27,8700.0,LIDL CENTRALLAGER KØGE,KØGE,NORDHØJ 8 DK-4600 KØGE,4600.0,5002.0,0.0,4.4,MEL/GRYN,11,EUR,False,5300.0
NAESJ-DT321,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,ROYAL UNIBREW A/S,FAXE,FAXE ALLE 1 DK-4640 FAXE,4640.0,AALBORG TØRVARECENTER,AALBORG,"HOBROVEJ 461, SKALBORG DK-9200 AALBORG SV",9200.0,5464.0,9.844,3.2,PEPSI MAX 50 CL ROYA,8,PLL,False,1700.0
NAESJ-DT548,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,ROYAL UNIBREW A/S,FAXE,FAXE ALLE 1 DK-4640 FAXE,4640.0,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,6446.0,10.844,3.2,FAXE KONDI PINK 0KAL,8,PLL,False,1000.0
NAESJ-DT559,,TEST1,12:00-13:00,2026-01-15,15:00-16:30,2026-01-15,DAGROFA LOGISTIK,RINGSTED,KÆRUP PARKVEJ 5 DK-4100 RINGSTED,4100.0,DGFS,MIDDELFART,LANGELANDSVEJ 17 DK-5500 MIDDELFART,5500.0,10000.0,0.0,13.6,"LIMITED QUANTITY, FO",1,LOAD,False,1800.0
NAESJ-DT262,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,HAUGEN-GRUPPEN DENMARK A/S,GREVE,KILDEBRØNDEVEJ 44 F DK-2670 GREVE,2670.0,REITAN DISTRIBUTION A/S,HORSENS,MARSALLE 32 DK-8700 HORSENS,8700.0,5560.0,0.0,4.0,EUROPALL,10,PLL,False,1700.0
NAESJ-DT004,,TEST1,12:00-13:00,2026-01-15,15:00-16:30,2026-01-15,DAGROFA LOGISTIK,RINGSTED,KÆRUP PARKVEJ 5 DK-4100 RINGSTED,4100.0,DGFS,MIDDELFART,LANGELANDSVEJ 17 DK-5500 MIDDELFART,5500.0,10000.0,0.0,13.6,"LIMITED QUANTITY, FO",1,LOAD,False,1800.0
NAESJ-DT694,,TEST1,23:59-23:59,2026-01-16,23:59-23:59,2026-01-19,H.C. JACOBSEN & CO. EFTF. A/S,STENLØSE,SANDBAKKEN 5 DK-3660 STENLØSE,3660.0,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,822.0,3.254,1.2,ELASTIKKER 100 G CA,3,PLL,False,800.0
NAESJ-DT568,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,GS/VALSEMØLLEN AF 1899 A/S/VALSEMØ,GØRDING,ÅLUNDEN 2 DK-6690 GØRDING,6690.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,900.0,0.0,1.2,UNSPECIFIED GOODS,12,QPL,False,2800.0
NAESJ-DT472,,TEST1,07:00-12:00,2026-01-13,07:00-12:00,2026-01-13,NETTO,KØGE,"MIMERSVEJ 1, KØGE, DANMARK DK-4600 KØGE",4600.0,NETTO CENTRALLAGER ÅRSLEV,BRABRAND,ROSBJERGVEJ 37 DK-8220 BRABRAND,8220.0,20000.0,0.0,13.6,NON FOOD,1,LOAD,False,2700.0
NAESJ-DT765,,TEST1,07:00-12:00,2026-01-13,07:00-12:00,2026-01-13,NETTO,KØGE,"MIMERSVEJ 1, KØGE, DANMARK DK-4600 KØGE",4600.0,NETTO CENTRALLAGER ÅRSLEV,BRABRAND,ROSBJERGVEJ 37 DK-8220 BRABRAND,8220.0,20000.0,0.0,13.6,NON FOOD,1,LOAD,False,2700.0
NAESJ-DT889,,TEST1,07:00-12:00,2026-01-13,07:00-12:00,2026-01-13,NETTO,KØGE,"MIMERSVEJ 1, KØGE, DANMARK DK-4600 KØGE",4600.0,NETTO CENTRALLAGER ÅRSLEV,BRABRAND,ROSBJERGVEJ 37 DK-8220 BRABRAND,8220.0,20000.0,0.0,13.6,NON FOOD,1,LOAD,False,2700.0
NAESJ-DT149,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,GS HARBOES BRYGGERI A/S,SKÆLSKØR,LADEBOVEJ 1 DK-4230 SKÆLSKØR,4230.0,AALBORG TØRVARECENTER,AALBORG,"HOBROVEJ 461, SKALBORG DK-9200 AALBORG SV",9200.0,22743.0,41.729,11.6,HARBOE CLOUDY LEMON,30,PLL,False,3100.0
NAESJ-DT041,,TEST1,07:00-14:00,2026-01-13,06:00-09:30,2026-01-16,I/S VESTFORBRÆNDING - T3,FREDERIKSSUND,STRANDVANGEN 15,3600.0,RESOURCE DENMARK APS,ESBJERG Ø,VElDBÆK INDUSTRIVEJ 18,6705.0,28000.0,0.0,13.2,,1,LOAD,False,2200.0
NAESJ-DT371,,TEST1,23:59-23:59,2026-01-13,23:59-23:59,2026-01-16,GS DANSKE FRAGTMÆND,IKAST,NYGADE 29 DK-7430 IKAST,7430.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,5440.0,10.482,3.2,ØKO ÄNGLAMARK HINDBÆ,8,PLL,False,4000.0
NAESJ-DT202,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-19,SKANLOG,FREDERICIA,EUROPAVEJ 18 DK-7000 FREDERICIA,7000.0,NOMECO A/S,KØBENHAVN,SCANDIAGADE 35 VAREMODTAGESEN ( KRE 72401),2450.0,6000.0,0.0,11.2,HYGIEJNE PRODUKTER,28,PLL,False,7000.0
NAESJ-DT315,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-12,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,0.0,0.0,13.6,,1,LOAD,False,2300.0
NAESJ-DT180,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-12,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,0.0,0.0,13.6,,1,LOAD,False,2300.0
NAESJ-DT816,,TEST1,07:00-13:00,2026-01-12,00:01-23:59,2026-01-12,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,0.0,0.0,13.6,,1,LOAD,False,2300.0
NAESJ-DT667,,TEST1,07:00-14:00,2026-01-13,06:00-09:30,2026-01-16,I/S VESTFORBRÆNDING - T3,FREDERIKSSUND,STRANDVANGEN 15,3600.0,RESOURCE DENMARK APS,ESBJERG Ø,VElDBÆK INDUSTRIVEJ 18,6705.0,28000.0,0.0,13.2,,1,LOAD,False,2200.0
NAESJ-DT860,,TEST1,23:59-23:59,2026-01-16,23:59-23:59,2026-01-19,NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 13 DK-9500 HOBRO,9500.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,5979.0,7.146,3.6,365 MINIRISK GLASSPR,9,PLL,False,5300.0
NAESJ-DT139,,TEST1,23:59-23:59,2026-01-16,23:59-23:59,2026-01-19,NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 13 DK-9500 HOBRO,9500.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,9745.0,22.065,10.0,365 MINIRISK GLASSPR,25,PLL,False,8800.0
NAESJ-DT799,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,SKANDINAVISK DISTRIBUTION APS,RØDOVRE,HOBROVEJ 59,2610.0,COOP DANMARK,ODENSE,HESTEHAVEN 51 DK 5260  ODENSE,5260.0,765.0,10.368,3.6,DIVERSE,9,EUR,False,1000.0
NAESJ-DT619,,TEST1,08:00-12:00,2026-01-13,07:00-18:00,2026-01-13,VELI LINE APS,HILLERØD,GEFIONSVEJ 4 DK-3400 HILLERØD,3400.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,0.8,,2,PLL,False,1100.0
NAESJ-DT537,,TEST1,08:00-12:00,2026-01-13,07:30-18:00,2026-01-13,BOSTON DISTRIBUTION A/S,FARUM,"LUCERNEMARKEN 9, PORT 1 DK-3520 FARUM",3520.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,7.6,,19,PLL,False,2100.0
NAESJ-DT739,,TEST1,08:00-14:00,2026-01-13,07:00-18:00,2026-01-13,ALSO ACTEBIS A/S,TAASTRUP,HELGESHØJ ALLE 28-30 DK-2630 TAASTRUP,2630.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,0.4,,1,PLL,False,1000.0
NAESJ-DT406,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,HAUGEN-GRUPPEN DENMARK A/S,GREVE,KILDEBRØNDEVEJ 44 F DK-2670 GREVE,2670.0,REITAN DISTRIBUTION DANMARK A/S (C,HORSENS,MARS ALLE 60 DK-8700 HORSENS,8700.0,69.0,0.0,12.8,EUROPALL,32,PLL,False,2900.0
NAESJ-DT096,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-14,RTC,BRØNDBY,ABILDAGER 8 DK-2605 BRØNDBY,2605.0,ILVA A/S,VEJLE,SADELMAGERVEJ 2 DK-7100 VEJLE,7100.0,1.0,0.0,13.6,PALLER,1,LOAD,False,2400.0
NAESJ-DT469,,TEST1,07:30-15:00,2026-01-19,07:30-15:00,2026-01-20,ORANA A/S,RYNKEBY,RYNKEBYVEJ 243 DK-5350 RYNKEBY,5350.0,HARBOE INGREDIENTS,SKÆLSKØR,LADEBOVEJ 46,4230.0,6250.0,0.0,6.5,TOM EMBALLAGE,13,IPL,False,3900.0
NAESJ-DT912,,TEST1,08:00-23:59,2026-01-19,13:00-13:00,2026-01-19,IKEA A/S,AALBORG,KREBSEN 40,9200.0,CDC COPENHAGEN,HEDEHUSENE,HEDELANDSVEJ 28C DK-2640 HEDEHUSENE,2640.0,28000.0,90.0,0.0,IKEA FURNITURE,1,LOAD,False,3200.0
NAESJ-DT238,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/INSULA DANMARK A/S/AMANDA SEAFO,FREDERIKSHAVN,"HOBROGADE, PORT 10 DK-9900 FREDERIKSHAVN",9900.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,8944.0,0.0,5.2,UNSPECIFIED GOODS,13,PLL,False,6400.0
