Shipment_ID,Transport,Department,Pickup_time,Pickup_date,Delivery_time,Delivery_date,Collection_Name,Collection_City,Collection_Address,Collection_Postal_Code,Collection_Country,Delivery_Name,Delivery_City,Delivery_Address,Delivery_Postal_Code,Delivery_Country,Weight,Volume,Ldm,Content,Units,Unit_type,Hazardous,Cost,Finance_Department,Incoterm,Customer,Loading_Instructions,Customer_Reference,Additional_Information,Services,min_temperature,max_temperature,stops
KDEFR-DR2S1,,KDEFR,00:01-23:59,2026-02-03,00:01-23:59,2026-02-04,Deutsche Post AG,Freilassing,Sägewerkstraße 15,83395,DE,Vinci SA,Saint-Herblain,1 Av. Alain Gerbault,44800,FR,7775,0.0,13.6,,26,PLL,False,6000.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DS9W8,,KDEFR,08:00-11:00,2026-02-02,00:01-23:59,2026-02-03,ZF Friedrichshafen AG,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,Michelin SCA,Blois,66 Av. de Châteaudun,41000,FR,3000,65.28,0.0,VENTILATION,1,CLL,False,2200.0,NAESJ,DAP,ØLAND A/S,,,,,-99.0,99.0,
KDEFR-DRQDF,,KDEFR,00:01-23:59,2026-02-05,22:00-23:59,2026-02-06,Carrefour SA,Auxerre,5 Bd Vauban,89000,FR,Linde plc,Berlin,Pariser Platz,10117,DE,6200,0.0,4.8,GRANBY BOX,12,CLL,False,1800.0,NAESJ,DAP,GRANBY PACK (STAND TRAILER),,,,,-99.0,99.0,
KDEFR-DSUDT,,KDEFR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,Société Générale S.A.,Lampaul-Plouarzel,27 Rue de Kervriou,29810,FR,Continental AG,München,Pasinger Bahnhofspl. 5,81241,DE,2092,0.0,5.0,,6,PLL,False,1200.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DRVEY,,KDEFR,00:01-23:59,2026-01-27,00:01-23:59,2026-01-28,Allianz SE,Harrislee,Industrieweg 27,24955,DE,Orange S.A.,Paris,22 Rue des Alouettes,75019,FR,837,0.0,2.0,64773032,4,PLL,False,800.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DSSU4,,KDEFR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-27,ThyssenKrupp AG,Berlin,Pariser Platz,10117,DE,Crédit Agricole S.A.,Balma,2 Av. Antoine Parmentier,31130,FR,5320,23.165,7.6,1/4 PL BURNER FIREST,19,PLL,False,2500.0,NAESJ,DAP,GS BURNER INTERNATIONAL A/S,,,,,-99.0,99.0,
KDEFR-DSGDX,,KDEFR,00:01-23:59,2026-01-23,00:01-23:59,2026-01-26,Schneider Electric SE,Quimper,1 Rue du Roi Gradlon,29000,FR,Deutsche Post AG,Bergen auf Rügen,Bahnhofstraße 65,18528,DE,1010,0.675,1.4,PERFORATED SHEETS,1,PLT,False,800.0,NAESJ,DAP,RMIG A/S,,,,,-99.0,99.0,
KDEFR-DSYYY,,KDEFR,23:59-23:59,2026-02-04,12:00-16:00,2026-02-05,BMW AG,München,Pasinger Bahnhofspl. 5,81241,DE,Airbus SE,Colombes,178 Rue des Renouillers,92700,FR,1842,0.0,0.0,FIBER CEMENT,0,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEFR-DSOW5,,KDEFR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,Linde plc,Stuttgart,Zur Uhlandshöhe 41,70188,DE,Air Liquide S.A,Villeurbanne,11 Rue Dr Dolard,69100,FR,0,0.0,13.6,,1,LOT,False,9500.0,NAESJ,DAP,KNAUF A/S,,,,,-99.0,99.0,
KDEFR-DRDZI,,KDEFR,00:01-23:59,2026-01-27,00:01-23:59,2026-01-28,ZF Friedrichshafen AG,Berlin,Im Spektefeld 32-34,13589,DE,LVMH Moët Hennessy Louis Vuitton SE,Limoges,26 Rue Edgar Quinet,87000,FR,855,0.0,0.8,UNSPECIFIED GOODS,5,QPL,False,2300.0,NAESJ,DAP,RYNKEBY FOODS A/S,,,,,-99.0,99.0,
KDEFR-DRMWV,,KDEFR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-29,Kering SA,Villenave-d'Ornon,30 Rue de la Paix,33140,FR,BMW AG,Dresden,Görlitzer Str. 21-25,01099,DE,2236,10.933,0.0,VELUX PRODUCTS,0,CTN,False,2100.0,NAESJ,DAP,RDC NORDIC - DIRECT,,,,,-99.0,99.0,
KDEFR-DR6XX,,KDEFR,00:30-23:59,2026-01-26,07:00-14:00,2026-01-27,Kering SA,Blois,66 Av. de Châteaudun,41000,FR,BASF SE,Bremen,Waller Heerstraße 293a,28219,DE,2018,0.0,1.2,UNSPECIFIED GOODS,3,PLL,False,4000.0,NAESJ,DAP,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,,,,,-99.0,99.0,
CTHO1-45RAO,,KDEFR,10:00-19:00,2026-01-23,06:00-14:00,2026-01-26,Bayer AG,Freilassing,Sägewerkstraße 15,83395,DE,Crédit Agricole S.A.,Dunkerque,20 Rue Boilly,59430,FR,1371,15.548,3.6,FOLIEFORM,11,PLL,False,1400.0,NAESJ,DAP,PLUS PACK AS,,,,,-99.0,99.0,
KDEFR-DSMCI,,KDEFR,08:00-08:00,2026-01-28,08:00-12:00,2026-01-29,L'Oréal S.A.,Strasbourg,22 Rue des Grandes Arcades,67000,FR,Deutsche Post AG,Harrislee,Industrieweg 27,24955,DE,611,10.91,2.7,FILTERANLÆG,2,PLT,False,3300.0,NAESJ,DAP,GRAM CLEAN AIR A/S,,,,,-99.0,99.0,
KDEFR-DSRFY,,KDEFR,07:00-23:59,2026-02-03,07:00-15:45,2026-02-04,Henkel AG & Co. KGaA,Leipzig,Menckestraße 23,04155,DE,Schneider Electric SE,Rambouillet,4 Pl. Jeanne d'Arc,78120,FR,2768,0.0,2.0,BYGNINGSBESLAG,5,PLL,False,4000.0,NAESJ,DAP,SIMPSON STRONG TIE A/S,,,,,-99.0,99.0,
SEADK-H2ARW,,KDEFR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,BMW AG,Bremen,Waller Heerstraße 293a,28219,DE,Vinci SA,Pouilly-sur-Loire,4 bis Les Bardebouts,58150,FR,1439,8.08,2.0,WAISTCOAT MEN'S VEST,77,CTN,False,4000.0,NAESJ,DAP,DSV CROSS DOCK,,,,,-99.0,99.0,
KDEFR-DRA9D,,KDEFR,00:01-23:59,2026-02-03,00:30-23:59,2026-02-04,Continental AG,Hamburg,Glockengießerwall 5,20095,DE,Schneider Electric SE,Villeurbanne,11 Rue Dr Dolard,69100,FR,34,0.0,0.0,TAGRENDE PVC NR. 11,82,CLL,False,800.0,NAESJ,DAP,PLASTMO A/S,,,,,-99.0,99.0,
KDEFR-DS7OQ,,KDEFR,08:00-16:00,2026-02-04,07:00-07:00,2026-02-05,Orange S.A.,Pouilly-sur-Loire,4 bis Les Bardebouts,58150,FR,Linde plc,Stuttgart,Zur Uhlandshöhe 41,70188,DE,250,0.0,0.0,FIBER CEMENT,2,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEFR-DSBCP,,KDEFR,23:59-23:59,2026-02-04,12:00-16:00,2026-02-05,Vinci SA,Vitry-le-François,1 Pl. d'Armes,51300,FR,BASF SE,Überlingen,Obertorstraße 12,88662,DE,1842,0.0,0.0,FIBER CEMENT,0,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEFR-DSREC,,KDEFR,10:00-19:00,2026-01-29,07:00-14:00,2026-01-30,Hermès International SCA,Pouilly-sur-Loire,4 bis Les Bardebouts,58150,FR,ZF Friedrichshafen AG,München,Pasinger Bahnhofspl. 5,81241,DE,21687,40.13,12.0,FAXE KONDI 0 KALORIE,30,PLL,False,1800.0,NAESJ,DAP,ROYAL UNIBREW A/S,,,,,-99.0,99.0,
KDEFR-DSF36,,KDEFR,08:00-14:00,2026-02-02,08:00-12:00,2026-02-03,adidas AG,Hannover,Pelikanpl. 31,30177,DE,Kering SA,Lampaul-Plouarzel,27 Rue de Kervriou,29810,FR,446,0.743,0.4,COOP ALL IN 1 TABS 3,1,PLL,False,3100.0,NAESJ,DAP,GS MCBRIDE,,,,,-99.0,99.0,
KDEFR-DRBIF,,KDEFR,00:01-23:59,2026-02-05,00:01-23:59,2026-02-06,TotalEnergies SE,Paris,22 Rue des Alouettes,75019,FR,RWE AG,Konz,Saar-Mosel-Platz 2,54329,DE,14520,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,8700.0,NAESJ,DAP,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",,,,,-99.0,99.0,
KDEFR-DRX6A,,KDEFR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-27,Bosch GmbH,Düsseldorf,Erkrather Str. 30,40233,DE,L'Oréal S.A.,Paris,37 Quai Jacques Chirac,75007,FR,7579,0.0,9.2,,46,PLL,False,1900.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DSEYS,,KDEFR,23:59-23:59,2026-01-28,23:59-23:59,2026-01-29,Deutsche Post AG,München,Carl-Wery-Straße 39,81739,DE,Orange S.A.,Poitiers,14 Rue du Père-de-la-Croix,86000,FR,2356,0.0,5.3,,19,PLL,False,3900.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DSYRH,,KDEFR,07:00-15:00,2026-01-29,00:01-23:59,2026-01-30,Henkel AG & Co. KGaA,Berlin,Im Spektefeld 32-34,13589,DE,TotalEnergies SE,Marseille,48 Av. de Saint-Just,13004,FR,1819,0.0,0.0,FIBER CEMENT,1,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEFR-DSR0Z,,KDEFR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-27,Bayer AG,Stuttgart,Forststraße 167,70193,DE,Vinci SA,Rambouillet,4 Pl. Jeanne d'Arc,78120,FR,2402,0.0,5.2,693870,13,PLL,False,1600.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DSL67,,KDEFR,23:59-23:59,2026-02-02,23:59-23:59,2026-02-03,Linde plc,Bremen,Waller Heerstraße 293a,28219,DE,Orange S.A.,Quimper,1 Rue du Roi Gradlon,29000,FR,250,1.368,1.5,BS Ø70,1,CLL,False,2300.0,NAESJ,DAP,SAFEROAD DALUISO A/S,,,,,-99.0,99.0,
KDEFR-DSAMG,,KDEFR,00:01-23:59,2026-01-24,00:01-23:59,2026-01-26,Bosch GmbH,Nürnberg,Bärenschanzstraße 72,90429,DE,Schneider Electric SE,Saint-Herblain,1 Av. Alain Gerbault,44800,FR,3000,38.016,13.2,DIV. ESD,33,PLL,False,2100.0,NAESJ,DAP,WALBOM A/S,,,,,-99.0,99.0,
KDEFR-DSUFL,,KDEFR,10:00-10:00,2026-01-26,07:30-15:00,2026-01-27,ThyssenKrupp AG,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,Vivendi SE,Rambouillet,4 Pl. Jeanne d'Arc,78120,FR,2352,0.0,3.6,1163,17,PLL,False,1100.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DQWN5,,KDEFR,00:01-00:01,2026-02-04,00:01-23:59,2026-02-05,Vivendi SE,Nancy,1 Rue Louis Majorelle,54000,FR,BASF SE,Frankfurt am Main,Bernhard-Grzimek-Allee 1,60316,DE,905,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,3700.0,NAESJ,DAP,BKI FOODS A/S,,,,,-99.0,99.0,
KDEFR-DSLY4,,KDEFR,07:00-15:00,2026-01-28,08:00-08:00,2026-01-29,SAP SE,Berlin,Pariser Platz,10117,DE,Vinci SA,Beauvoir,62 Rte du Mont Saint-Michel,50170,FR,1850,17.76,3.8,DIVERSE VARER,10,CLL,False,1100.0,NAESJ,DAP,SCANSEASON A/S,,,,,-99.0,99.0,
NAETR-W59GO,,KDEFR,14:00-14:30,2026-02-04,08:00-14:00,2026-02-05,Henkel AG & Co. KGaA,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,Engie SA,Cherbourg-en-Cotentin,23 Rue Gustave Féron,50100,FR,6771,0.0,9.6,PLASTVARER,24,EUR,False,2200.0,NAESJ,DAP,KNUDSEN KILEN A/S,,,,,-99.0,99.0,
KDEFR-DSLL5,,KDEFR,00:01-23:59,2026-01-27,00:01-23:59,2026-01-28,Vinci SA,Nice,37 Bd Gambetta,06000,FR,Deutsche Telekom AG,Stuttgart,Forststraße 167,70193,DE,44,0.0,0.0,VARIO DØRMÅT. GUMMI,49,CLL,False,900.0,NAESJ,DAP,PLASTMO A/S,,,,,-99.0,99.0,
KDEFR-DRC0D,,KDEFR,23:59-23:59,2026-02-02,00:01-00:01,2026-02-03,Crédit Agricole S.A.,Paris,22 Rue des Alouettes,75019,FR,Siemens AG,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,1700,4.32,2.0,"MORA FUNDAMENT, STAN",1,CLL,False,2400.0,NAESJ,DAP,SAFEROAD DALUISO A/S,,,,,-99.0,99.0,
KDEFR-DRYXY,,KDEFR,12:00-16:00,2026-02-04,11:00-11:00,2026-02-05,Kering SA,Quimper,1 Rue du Roi Gradlon,29000,FR,Bayer AG,München,Pasinger Bahnhofspl. 5,81241,DE,6360,8.352,3.0,SEE DELIVERY NOTE,6,IBC,False,1100.0,NAESJ,DAP,ESTI CHEM A/S,,,,,-99.0,99.0,
KDEFR-DROFV,,KDEFR,00:01-23:59,2026-02-05,00:01-23:59,2026-02-06,Continental AG,Bremen,Waller Heerstraße 293a,28219,DE,Hermès International SCA,Balma,2 Av. Antoine Parmentier,31130,FR,2328,0.0,1.2,UNSPECIFIED GOODS,3,PLL,False,3600.0,NAESJ,DAP,GS/DSV HORSENS/GEIA FOOD A/S,,,,,-99.0,99.0,
KDEFR-DSX26,,KDEFR,07:00-13:00,2026-02-05,07:00-13:30,2026-02-06,SAP SE,Nürnberg,Bärenschanzstraße 72,90429,DE,Carrefour SA,Strasbourg,22 Rue des Grandes Arcades,67000,FR,14520,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,8700.0,NAESJ,DAP,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",,,,,-99.0,99.0,
KDEFR-DRXU1,,KDEFR,00:01-23:59,2026-01-29,00:01-23:59,2026-01-30,Crédit Agricole S.A.,Nice,37 Bd Gambetta,06000,FR,adidas AG,Konz,Saar-Mosel-Platz 2,54329,DE,24648,43.372,12.8,HARBOE HINDBÆRBRUS N,32,PLL,False,3100.0,NAESJ,DAP,GS HARBOES BRYGGERI A/S,,,,,-99.0,99.0,
KDEFR-DR03U,,KDEFR,00:01-23:59,2026-02-05,00:01-23:59,2026-02-06,Orange S.A.,Poitiers,14 Rue du Père-de-la-Croix,86000,FR,Henkel AG & Co. KGaA,Freilassing,Sägewerkstraße 15,83395,DE,1269,1.95,0.0,UNSPECIFIED GOODS,4,CLL,False,3000.0,NAESJ,DAP,DLH A/S,,,,,-99.0,99.0,
KDEFR-DRRWM,,KDEFR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-29,BMW AG,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,Engie SA,Mantes-la-Jolie,8 Rue Marcel Fouque,78200,FR,20384,0.0,13.6,FLASKER,26,PXL,False,2300.0,NAESJ,DAP,ARDAGH GLASS HOLMEGAARD A/S,,,,,-99.0,99.0,
KDEFR-DRIA6,,KDEFR,00:01-23:59,2026-02-03,00:01-23:59,2026-02-04,LVMH Moët Hennessy Louis Vuitton SE,Blois,66 Av. de Châteaudun,41000,FR,BASF SE,Nürnberg,Bärenschanzstraße 72,90429,DE,4389,0.0,5.3,,13,PLL,False,3900.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
BOLIA-D3Y89,,KDEFR,00:01-23:59,2026-02-04,00:01-23:59,2026-02-05,Michelin SCA,Nancy,1 Rue Louis Majorelle,54000,FR,Volkswagen AG,Kassel,Baumbachstraße 2,34119,DE,360,4.5,1.5,Furniture/300*90*140,1,LOAD,False,1300.0,NAESJ,DAP,LINIE DESIGN A/S,,,,,-99.0,99.0,
NINE1-BZ1D0,,KDEFR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,E.ON SE,RA Den Helder,Van Speykstraat 5,1782,DE,Hermès International SCA,Rambouillet,4 Pl. Jeanne d'Arc,78120,FR,554,13.104,2.8,6 X BELLEVUE FLOOR L,7,PLL,False,4500.0,NAESJ,DAP,RHENUS WAREHOUSE & LOGISTICS,,,,,-99.0,99.0,
KDEFR-DSFN3,,KDEFR,07:00-12:00,2026-02-04,07:00-07:00,2026-02-05,adidas AG,Freilassing,Sägewerkstraße 15,83395,DE,Hermès International SCA,Nancy,1 Rue Louis Majorelle,54000,FR,1500,32.292,7.8,-,6,PLT,False,5000.0,NAESJ,DAP,ØLAND A/S,,,,,-99.0,99.0,
KDEFR-DS36A,,KDEFR,07:00-14:30,2026-02-04,06:00-14:00,2026-02-05,Siemens AG,Frankfurt am Main,Bernhard-Grzimek-Allee 1,60316,DE,Sanofi S.A.,Marseille,48 Av. de Saint-Just,13004,FR,27078,47.059,13.2,HARBOE HINDBÆRBRUS N,33,PLL,False,3100.0,NAESJ,DAP,GS HARBOES BRYGGERI A/S,,,,,-99.0,99.0,
KDEFR-DRMVH,,KDEFR,06:00-13:00,2026-01-27,00:01-23:59,2026-01-28,Engie SA,Cherbourg-en-Cotentin,23 Rue Gustave Féron,50100,FR,RWE AG,Harrislee,Industrieweg 27,24955,DE,3579,0.0,0.0,FIBER CEMENT,2,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEFR-DRVKE,,KDEFR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-27,BASF SE,Stuttgart,Forststraße 167,70193,DE,Danone S.A,Poitiers,14 Rue du Père-de-la-Croix,86000,FR,609,0.0,1.2,,2,PLL,False,900.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DRFEF,,KDEFR,00:01-23:59,2026-01-27,00:01-23:59,2026-01-28,Daimler AG,Lübeck,Fischergrube 83,23552,DE,Vivendi SE,Paris,15 Pl. Vendôme,75001,FR,10283,14.482,5.6,1/4 PL ØKO COOP HVED,14,PLL,False,5900.0,NAESJ,DAP,GS DSV ROAD SUB WAREHOUSE,,,,,-99.0,99.0,
KDEFR-DSZID,,KDEFR,00:01-23:59,2026-02-02,00:01-23:59,2026-02-03,RWE AG,Stuttgart,Forststraße 167,70193,DE,Carrefour SA,Saint-Herblain,1 Av. Alain Gerbault,44800,FR,689,0.0,1.2,4504845,3,PLL,False,1200.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DS9P3,,KDEFR,23:59-23:59,2026-01-28,23:59-23:59,2026-01-29,Orange S.A.,Rambouillet,4 Pl. Jeanne d'Arc,78120,FR,Merck KGaA,Freiburg im Breisgau,Hugstetter Str. 55,79106,DE,2300,42.2,10.0,-,14,PLT,False,5800.0,NAESJ,DAP,ØLAND A/S,,,,,-99.0,99.0,
KDEFR-DSAUI,,KDEFR,03:15-23:59,2026-01-28,14:00-15:00,2026-01-29,Kering SA,Montpellier,1 Rue Beau Séjour,34090,FR,Bayer AG,München,Pasinger Bahnhofspl. 5,81241,DE,11275,0.0,13.6,URBAN BARRIER,1,LOAD,False,7000.0,NAESJ,DAP,RAMUDDEN A/S,,,,,-99.0,99.0,
KDEFR-DSLIA,,KDEFR,00:01-23:59,2026-02-03,00:01-23:59,2026-02-04,Michelin SCA,Tours,18 Pl. François Sicard,37000,FR,RWE AG,Berlin,Im Spektefeld 32-34,13589,DE,15053,47.52,0.0,COSMETICS,33,IPL,False,1000.0,NAESJ,DAP,L'OREAL GREVE,,,,,-99.0,99.0,
KDEFR-DSOYW,,KDEFR,00:45-23:59,2026-01-27,00:01-23:59,2026-01-28,E.ON SE,Hamburg,Glockengießerwall 5,20095,DE,Air Liquide S.A,Paris,15 Pl. Vendôme,75001,FR,24000,0.0,13.6,PAKKER,1,LOAD,False,7000.0,NAESJ,DAP,BRING E-COMMERCE & LOGISTICS A/S -,,,,,-99.0,99.0,
KDEFR-DSIMF,,KDEFR,00:01-23:59,2026-02-03,00:01-23:59,2026-02-04,Airbus SE,Bordeaux,41 Rue Borie,33300,FR,Deutsche Post AG,Berlin,Im Spektefeld 32-34,13589,DE,13,0.0,0.0,RENDEJERN NR. 12 LAN,5,CLL,False,1000.0,NAESJ,DAP,PLASTMO A/S,,,,,-99.0,99.0,
KDEFR-DRD86,,KDEFR,00:01-23:59,2026-02-06,00:01-23:59,2026-02-09,Volkswagen AG,Stuttgart,Forststraße 167,70193,DE,Hermès International SCA,Limoges,26 Rue Edgar Quinet,87000,FR,16368,0.0,11.7,VARER,30,CLL,False,7400.0,NAESJ,DAP,DANISH BOTTLING A/S C/O DANSKE FRA,,,,,-99.0,99.0,
KDEFR-DRYOJ,,KDEFR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,Sanofi S.A.,Poitiers,14 Rue du Père-de-la-Croix,86000,FR,E.ON SE,Stuttgart,Zur Uhlandshöhe 41,70188,DE,22053,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0,NAESJ,DAP,GS/AQUADOR/AQUADOR MINERALWATER A/,,,,,-99.0,99.0,
KDEFR-DSUID,,KDEFR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-27,Crédit Agricole S.A.,Pouilly-sur-Loire,4 bis Les Bardebouts,58150,FR,Linde plc,Stuttgart,Zur Uhlandshöhe 41,70188,DE,350,0.0,0.4,UNSPECIFIED GOODS,3,QPL,False,2200.0,NAESJ,DAP,RYNKEBY FOODS A/S,,,,,-99.0,99.0,
KDEFR-DSR31,,KDEFR,23:59-23:59,2026-01-28,23:59-23:59,2026-01-29,Linde plc,Kassel,Baumbachstraße 2,34119,DE,Société Générale S.A.,Quimper,1 Rue du Roi Gradlon,29000,FR,2300,42.2,10.0,-,14,PLT,False,5800.0,NAESJ,DAP,ØLAND A/S,,,,,-99.0,99.0,
KDEFR-DRJ2M,,KDEFR,07:00-11:00,2026-02-06,00:01-23:59,2026-02-09,Auchan Retail,Paris,37 Quai Jacques Chirac,75007,FR,Siemens AG,Lübeck,Fischergrube 83,23552,DE,30784,0.0,12.8,BRÆNDE SAMT TILBEHØR,32,PLL,False,2400.0,NAESJ,DAP,DANSK BIOSTRØELSE,,,,,-99.0,99.0,
KDEFR-DRRUR,,KDEFR,00:01-23:59,2026-02-03,00:01-23:59,2026-02-04,Vivendi SE,Montpellier,1 Rue Beau Séjour,34090,FR,Siemens AG,Stuttgart,Forststraße 167,70193,DE,0,0.0,1.2,GAVE ARTIKLER,3,PLL,False,1300.0,NAESJ,DAP,DSV,,,,,-99.0,99.0,
KDEFR-DSW7W,,KDEFR,08:00-10:00,2026-02-06,07:00-14:00,2026-02-09,Schneider Electric SE,Montpellier,1 Rue Beau Séjour,34090,FR,E.ON SE,Wuppertal,Kieler Str. 34,42107,DE,4246,0.0,6.8,S-24951 01,33,PLL,False,1900.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEFR-DSVMK,,KDEFR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,Bayer AG,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,Michelin SCA,Colombes,178 Rue des Renouillers,92700,FR,23703,43.268,12.8,1/4 PL HARBOE COLA 5,32,PLL,False,1800.0,NAESJ,DAP,GS HARBOES BRYGGERI A/S,,,,,-99.0,99.0,
KDEFR-DS3ZK,,KDEFR,08:00-14:00,2026-01-29,07:00-13:00,2026-01-30,Bosch GmbH,Nürnberg,Bärenschanzstraße 72,90429,DE,Bouygues SA,Quimper,1 Rue du Roi Gradlon,29000,FR,25344,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0,NAESJ,DAP,GS/AQUADOR/AQUADOR MINERALWATER A/,,,,,-99.0,99.0,
KDEFR-DST3Z,,KDEFR,15:00-23:59,2026-02-03,10:00-19:00,2026-02-04,Carrefour SA,Mantes-la-Jolie,8 Rue Marcel Fouque,78200,FR,Linde plc,Kassel,Baumbachstraße 2,34119,DE,24000,0.0,13.6,PAKKER,1,LOAD,False,2300.0,NAESJ,DAP,BRING E-COMMERCE & LOGISTICS A/S,,,,,-99.0,99.0,
KDEFR-DRL54,,KDEFR,00:01-23:59,2026-01-29,00:01-23:59,2026-01-30,Mercedes-Benz Group AG,Bremen,Waller Heerstraße 293a,28219,DE,LVMH Moët Hennessy Louis Vuitton SE,Beauvoir,62 Rte du Mont Saint-Michel,50170,FR,28592,0.0,0.0,FIBER CEMENT,16,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEFR-DRYSS,,KDEFR,07:00-13:00,2026-01-26,00:30-23:59,2026-01-27,ThyssenKrupp AG,Hamburg,Glockengießerwall 5,20095,DE,Bouygues SA,Strasbourg,22 Rue des Grandes Arcades,67000,FR,245,0.0,0.0,TAGRENDE PVC NR. 11,290,CLL,False,900.0,NAESJ,DAP,PLASTMO A/S,,,,,-99.0,99.0,
NINE1-BZB83,,KDEFR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-27,Airbus SE,Saint-Martin-de-May,36 Rue Jacques Deshaies,14320,FR,Bayer AG,Berlin,Im Spektefeld 32-34,13589,DE,1950,20.786,5.5,FURNITURE & LIGHTING,8,CLL,False,5800.0,NAESJ,DAP,RHENUS WAREHOUSE & LOGISTICS,,,,,-99.0,99.0,
KDEFR-DSC4Q,,KDEFR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-29,Deutsche Telekom AG,Berlin,Im Spektefeld 32-34,13589,DE,Air Liquide S.A,Bordeaux,41 Rue Borie,33300,FR,20,0.0,0.0,FIBER CEMENT,1,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEFR-DRK8E,,KDEFR,00:01-23:59,2026-01-27,00:01-23:59,2026-01-28,SAP SE,Bremen,Waller Heerstraße 293a,28219,DE,Carrefour SA,Colombes,178 Rue des Renouillers,92700,FR,11000,0.0,13.2,PALLER,33,PLL,False,2000.0,NAESJ,DAP,BRING,,,,,-99.0,99.0,
NAWHO-0FX5N,,KDEFR,13:00-13:00,2026-01-23,00:01-23:59,2026-01-26,Schneider Electric SE,Saint-Herblain,1 Av. Alain Gerbault,44800,FR,BMW AG,Lübeck,Fischergrube 83,23552,DE,6471,0.0,6.8,EMBALLAGE,14,PLL,False,1900.0,NAESJ,DAP,STOK EMBALLAGE K/S,,,,,-99.0,99.0,
KDEFR-DRZCP,,KDEFR,10:00-19:00,2026-01-28,08:00-14:00,2026-01-29,BMW AG,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,Vivendi SE,Nancy,1 Rue Louis Majorelle,54000,FR,2201,3.858,1.2,STELLA ARTOIS 33 CL,3,PLL,False,1300.0,NAESJ,DAP,AB INBEV DENMARK APS,,,,,-99.0,99.0,
KDEFR-DS34H,,KDEFR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-27,Vinci SA,Limoges,26 Rue Edgar Quinet,87000,FR,BMW AG,München,Carl-Wery-Straße 39,81739,DE,24000,0.0,13.6,PAKKER,1,LOAD,False,2300.0,NAESJ,DAP,BRING E-COMMERCE & LOGISTICS A/S,,,,,-99.0,99.0,
